categoryId,type,target,reading,meaning,example,exampleMeaning,question,optionA,optionB,optionC,optionD,answer
n2-opinion-judgment,vocab,公正,こうせい,impartiality,筆者はこの公正について、具体的な例を挙げて説明している。,The author explains this impartiality by giving concrete examples.,What is the closest meaning of 「公正」?,internationalization,activation,impartiality,separation,2
n2-opinion-judgment,vocab,合理的,ごうりてき,rational,筆者はこの合理的について、具体的な例を挙げて説明している。,The author explains this rational by giving concrete examples.,What is the closest meaning of 「合理的」?,accuracy,root,rational,target,2
n2-opinion-judgment,vocab,総合的,そうごうてき,comprehensive,筆者はこの総合的について、具体的な例を挙げて説明している。,The author explains this comprehensive by giving concrete examples.,What is the closest meaning of 「総合的」?,formal,comprehensive,same-day reception,on the other side,1
n2-opinion-judgment,vocab,専門的,せんもんてき,specialized,筆者はこの専門的について、具体的な例を挙げて説明している。,The author explains this specialized by giving concrete examples.,What is the closest meaning of 「専門的」?,effect,diversification,specialized,formal,2
n2-opinion-judgment,vocab,一般的,いっぱんてき,general,筆者はこの一般的について、具体的な例を挙げて説明している。,The author explains this general by giving concrete examples.,What is the closest meaning of 「一般的」?,general,related parties,indirect,substitution,0
n2-opinion-judgment,vocab,個人的,こじんてき,personal,筆者はこの個人的について、具体的な例を挙げて説明している。,The author explains this personal by giving concrete examples.,What is the closest meaning of 「個人的」?,conclusion,room or possibility,personal,growth,2
n2-opinion-judgment,vocab,社会的,しゃかいてき,social,筆者はこの社会的について、具体的な例を挙げて説明している。,The author explains this social by giving concrete examples.,What is the closest meaning of 「社会的」?,social,interpretation,demand,restriction,0
n2-opinion-judgment,vocab,倫理,りんり,ethics,筆者はこの倫理について、具体的な例を挙げて説明している。,The author explains this ethics by giving concrete examples.,What is the closest meaning of 「倫理」?,ethics,agreement,valuable,difference,0
n2-opinion-judgment,vocab,判断基準,はんだんきじゅん,criteria for judgment,筆者はこの判断基準について、具体的な例を挙げて説明している。,The author explains this criteria for judgment by giving concrete examples.,What is the closest meaning of 「判断基準」?,criteria for judgment,viewpoint,limit,criticism,0
n2-opinion-judgment,grammar,に違いない,,must be or no doubt,これだけ努力したのだから、合格するに違いない。,Because she worked this hard she must pass.,Choose the grammar pattern that best fits this sentence meaning: Because she worked this hard she must pass.,に違いない,に基づき,につれて,あげく,0
n2-opinion-judgment,grammar,に違いない,,must be or no doubt,このデータを見る限り、需要は高いに違いない。,As far as this data shows demand must be high.,Choose the grammar pattern that best fits this sentence meaning: As far as this data shows demand must be high.,に基づき,に違いない,ば...ほど,ものとする,1
n2-opinion-judgment,grammar,に違いない,,must be or no doubt,彼の表情からすると、何か問題があったに違いない。,Judging from his expression there must have been some problem.,Choose the grammar pattern that best fits this sentence meaning: Judging from his expression there must have been some problem.,に比例して,に違いない,にほかならない,あげく,1
n2-opinion-judgment,grammar,に違いない,,must be or no doubt,長年の経験がある彼なら、適切に判断できるに違いない。,With his many years of experience he must be able to judge appropriately.,Choose the grammar pattern that best fits this sentence meaning: With his many years of experience he must be able to judge appropriately.,に違いない,ていく,といえる,にすぎない,0
n2-opinion-judgment,grammar,に違いない,,must be or no doubt,これほど人が集まったのだから、関心が高いに違いない。,Since this many people gathered interest must be high.,Choose the grammar pattern that best fits this sentence meaning: Since this many people gathered interest must be high.,次第で,に違いない,につながる,てくる,1
n2-opinion-judgment,grammar,わけではない,,it does not mean that,高い商品が必ずしも良いわけではない。,Expensive products are not always good.,Choose the grammar pattern that best fits this sentence meaning: Expensive products are not always good.,次第,どころか,に基づき,わけではない,3
n2-opinion-judgment,grammar,わけではない,,it does not mean that,反対意見があるからといって、計画が無駄なわけではない。,Just because there are opposing opinions it does not mean the plan is useless.,Choose the grammar pattern that best fits this sentence meaning: Just because there are opposing opinions it does not mean the plan is useless.,つつある,につれて,わけではない,とはいえ,2
n2-opinion-judgment,grammar,わけではない,,it does not mean that,便利になったからといって、問題が消えたわけではない。,Even though it became convenient it does not mean the problem disappeared.,Choose the grammar pattern that best fits this sentence meaning: Even though it became convenient it does not mean the problem disappeared.,どころか,に際して,とは限らない,わけではない,3
n2-opinion-judgment,grammar,わけではない,,it does not mean that,知らなかったわけではないが、十分に理解していなかった。,It is not that I did not know but I had not understood enough.,Choose the grammar pattern that best fits this sentence meaning: It is not that I did not know but I had not understood enough.,わけではない,を除いて,に応じて,一方だ,0
n2-opinion-judgment,grammar,わけではない,,it does not mean that,批判があるからといって、価値がないわけではない。,Just because there is criticism it does not mean there is no value.,Choose the grammar pattern that best fits this sentence meaning: Just because there is criticism it does not mean there is no value.,一方で,において,わけではない,といえる,2
n2-opinion-judgment,grammar,ものだ,,it is natural that or generally,人は失敗から多くを学ぶものだ。,People generally learn a lot from failure.,Choose the grammar pattern that best fits this sentence meaning: People generally learn a lot from failure.,を除いて,ものだ,ばかりに,ていく,1
n2-opinion-judgment,grammar,ものだ,,it is natural that or generally,約束は守るものだ。,Promises are something people should keep.,Choose the grammar pattern that best fits this sentence meaning: Promises are something people should keep.,ものだ,にほかならない,以上,にあたり,0
n2-opinion-judgment,grammar,ものだ,,it is natural that or generally,社会は少しずつ変わっていくものだ。,Society naturally changes little by little.,Choose the grammar pattern that best fits this sentence meaning: Society naturally changes little by little.,てくる,どころか,ものだ,次第,2
n2-opinion-judgment,grammar,ものだ,,it is natural that or generally,子どもはさまざまな経験から成長するものだ。,Children generally grow through various experiences.,Choose the grammar pattern that best fits this sentence meaning: Children generally grow through various experiences.,べきだ,一方だ,ものだ,反面,2
n2-opinion-judgment,grammar,ものだ,,it is natural that or generally,本当に大切なことは時間がたっても残るものだ。,Truly important things tend to remain even as time passes.,Choose the grammar pattern that best fits this sentence meaning: Truly important things tend to remain even as time passes.,ばかりに,ものだ,一方で,に比例して,1
n2-opinion-judgment,grammar,べきだ,,should,安全を守るために規則は守るべきだ。,Rules should be followed in order to maintain safety.,Choose the grammar pattern that best fits this sentence meaning: Rules should be followed in order to maintain safety.,べきだ,こととする,に伴って,ばかりに,0
n2-opinion-judgment,grammar,べきだ,,should,重要な判断は十分な情報に基づくべきだ。,Important judgments should be based on sufficient information.,Choose the grammar pattern that best fits this sentence meaning: Important judgments should be based on sufficient information.,次第,につながる,に従って,べきだ,3
n2-opinion-judgment,grammar,べきだ,,should,企業は利用者の声をもっと聞くべきだ。,Companies should listen more to users' voices.,Choose the grammar pattern that best fits this sentence meaning: Companies should listen more to users' voices.,次第,あげく,べきだ,反面,2
n2-opinion-judgment,grammar,べきだ,,should,問題が起きた場合は早めに共有すべきだ。,When a problem occurs it should be shared early.,Choose the grammar pattern that best fits this sentence meaning: When a problem occurs it should be shared early.,べきだ,次第,ものとする,につき,0
n2-opinion-judgment,grammar,べきだ,,should,教育では結果だけでなく過程も評価すべきだ。,In education not only results but also the process should be evaluated.,Choose the grammar pattern that best fits this sentence meaning: In education not only results but also the process should be evaluated.,次第,べきだ,反面,ため,1
n2-opinion-judgment,grammar,にすぎない,,nothing more than or merely,これは一つの可能性にすぎない。,This is merely one possibility.,Choose the grammar pattern that best fits this sentence meaning: This is merely one possibility.,にすぎない,とはいえ,つつある,一方だ,0
n2-opinion-judgment,grammar,にすぎない,,nothing more than or merely,その数字は全体の一部を示すにすぎない。,That number merely shows part of the whole.,Choose the grammar pattern that best fits this sentence meaning: That number merely shows part of the whole.,に比例して,ことから,にすぎない,べきだ,2
n2-opinion-judgment,grammar,にすぎない,,nothing more than or merely,彼の発言は個人的な意見にすぎない。,His statement is nothing more than a personal opinion.,Choose the grammar pattern that best fits this sentence meaning: His statement is nothing more than a personal opinion.,こととする,次第で,にすぎない,に際して,2
n2-opinion-judgment,grammar,にすぎない,,nothing more than or merely,この調査は初期段階の分析にすぎない。,This survey is merely an early-stage analysis.,Choose the grammar pattern that best fits this sentence meaning: This survey is merely an early-stage analysis.,一方で,べきだ,につき,にすぎない,3
n2-opinion-judgment,grammar,にすぎない,,nothing more than or merely,成功は長い過程の一部にすぎない。,Success is nothing more than one part of a long process.,Choose the grammar pattern that best fits this sentence meaning: Success is nothing more than one part of a long process.,といえる,につれて,にすぎない,以上,2
n2-opinion-judgment,grammar,とは限らない,,not necessarily,有名な大学を出た人が必ずしも優秀だとは限らない。,People from famous universities are not necessarily excellent.,Choose the grammar pattern that best fits this sentence meaning: People from famous universities are not necessarily excellent.,に基づき,にほかならない,からこそ,とは限らない,3
n2-opinion-judgment,grammar,とは限らない,,not necessarily,安い商品が悪いとは限らない。,Cheap products are not necessarily bad.,Choose the grammar pattern that best fits this sentence meaning: Cheap products are not necessarily bad.,べきだ,とは限らない,こととする,次第で,1
n2-opinion-judgment,grammar,とは限らない,,not necessarily,多くの人が賛成しているから正しいとは限らない。,Just because many people agree it is not necessarily correct.,Choose the grammar pattern that best fits this sentence meaning: Just because many people agree it is not necessarily correct.,ものの,とは限らない,に伴って,に従って,1
n2-opinion-judgment,grammar,とは限らない,,not necessarily,経験が長い人ほど新しい方法に詳しいとは限らない。,People with longer experience are not necessarily more familiar with new methods.,Choose the grammar pattern that best fits this sentence meaning: People with longer experience are not necessarily more familiar with new methods.,に比例して,とは限らない,反面,つつある,1
n2-opinion-judgment,grammar,とは限らない,,not necessarily,便利な技術がいつも社会を良くするとは限らない。,Convenient technology does not always improve society.,Choose the grammar pattern that best fits this sentence meaning: Convenient technology does not always improve society.,反面,ものだ,に伴って,とは限らない,3
n2-opinion-judgment,grammar,ざるを得ない,,cannot help but,証拠がある以上、事実だと認めざるを得ない。,Given the evidence we cannot help but recognize it as fact.,Choose the grammar pattern that best fits this sentence meaning: Given the evidence we cannot help but recognize it as fact.,ざるを得ない,にもかかわらず,に基づき,てくる,0
n2-opinion-judgment,grammar,ざるを得ない,,cannot help but,予算が不足しているため、計画を見直さざるを得ない。,Because the budget is insufficient we have no choice but to review the plan.,Choose the grammar pattern that best fits this sentence meaning: Because the budget is insufficient we have no choice but to review the plan.,ざるを得ない,一方で,ため,次第,0
n2-opinion-judgment,grammar,ざるを得ない,,cannot help but,強い批判を受け、方針を変更せざるを得なかった。,After receiving strong criticism they had no choice but to change policy.,Choose the grammar pattern that best fits this sentence meaning: After receiving strong criticism they had no choice but to change policy.,てくる,ざるを得ない,にすぎない,次第,1
n2-opinion-judgment,grammar,ざるを得ない,,cannot help but,人手が足りず、期限を延ばさざるを得ない。,Because staff are lacking we have no choice but to extend the deadline.,Choose the grammar pattern that best fits this sentence meaning: Because staff are lacking we have no choice but to extend the deadline.,こととする,ざるを得ない,を除いて,に関して,1
n2-opinion-judgment,grammar,ざるを得ない,,cannot help but,安全上の問題から、イベントを中止せざるを得ない。,Because of safety issues there is no choice but to cancel the event.,Choose the grammar pattern that best fits this sentence meaning: Because of safety issues there is no choice but to cancel the event.,ため,に際して,ざるを得ない,反面,2
n2-opinion-judgment,grammar,といえる,,can be said,この結果から、一定の効果があったといえる。,From this result it can be said that there was a certain effect.,Choose the grammar pattern that best fits this sentence meaning: From this result it can be said that there was a certain effect.,につき,といえる,こととする,一方だ,1
n2-opinion-judgment,grammar,といえる,,can be said,利用者が増えている点から、需要は高いといえる。,From the fact that users are increasing it can be said that demand is high.,Choose the grammar pattern that best fits this sentence meaning: From the fact that users are increasing it can be said that demand is high.,こととする,にすぎない,につき,といえる,3
n2-opinion-judgment,grammar,といえる,,can be said,彼の説明は具体的で分かりやすいといえる。,It can be said that his explanation is concrete and easy to understand.,Choose the grammar pattern that best fits this sentence meaning: It can be said that his explanation is concrete and easy to understand.,といえる,にもかかわらず,にすぎない,どころか,0
n2-opinion-judgment,grammar,といえる,,can be said,この制度はまだ発展途中だといえる。,It can be said that this system is still developing.,Choose the grammar pattern that best fits this sentence meaning: It can be said that this system is still developing.,につれて,にしても,に違いない,といえる,3
n2-opinion-judgment,grammar,といえる,,can be said,調査結果を見ると、意識は変化しているといえる。,Looking at the survey results it can be said that awareness is changing.,Choose the grammar pattern that best fits this sentence meaning: Looking at the survey results it can be said that awareness is changing.,に応じて,べきだ,といえる,以上,2
n2-opinion-judgment,grammar,にほかならない,,nothing other than,成功の理由は継続的な努力にほかならない。,The reason for success is nothing other than continuous effort.,Choose the grammar pattern that best fits this sentence meaning: The reason for success is nothing other than continuous effort.,にほかならない,一方だ,どころか,に応じて,0
n2-opinion-judgment,grammar,にほかならない,,nothing other than,この問題の根本は情報不足にほかならない。,The root of this problem is nothing other than lack of information.,Choose the grammar pattern that best fits this sentence meaning: The root of this problem is nothing other than lack of information.,に限らず,ものとする,につれて,にほかならない,3
n2-opinion-judgment,grammar,にほかならない,,nothing other than,信頼を失った原因は説明不足にほかならない。,The cause of lost trust is nothing other than insufficient explanation.,Choose the grammar pattern that best fits this sentence meaning: The cause of lost trust is nothing other than insufficient explanation.,ものだ,にしても,にほかならない,につき,2
n2-opinion-judgment,grammar,にほかならない,,nothing other than,社会を支えるのは一人ひとりの行動にほかならない。,What supports society is nothing other than each person's actions.,Choose the grammar pattern that best fits this sentence meaning: What supports society is nothing other than each person's actions.,において,に伴って,につながる,にほかならない,3
n2-opinion-judgment,grammar,にほかならない,,nothing other than,教育の目的は人の可能性を広げることにほかならない。,The purpose of education is nothing other than expanding human potential.,Choose the grammar pattern that best fits this sentence meaning: The purpose of education is nothing other than expanding human potential.,にほかならない,て以来,一方だ,とは限らない,0
n2-opinion-judgment,grammar,からすると,,judging from,専門家の意見からすると、この方法は妥当だ。,Judging from the expert's opinion this method is reasonable.,Choose the grammar pattern that best fits this sentence meaning: Judging from the expert's opinion this method is reasonable.,に伴って,に関して,にあたり,からすると,3
n2-opinion-judgment,grammar,からすると,,judging from,売上の推移からすると、需要は回復している。,Judging from the sales trend demand is recovering.,Choose the grammar pattern that best fits this sentence meaning: Judging from the sales trend demand is recovering.,からすると,どころか,によって,つつある,0
n2-opinion-judgment,grammar,からすると,,judging from,彼の態度からすると、納得していないようだ。,Judging from his attitude he seems unconvinced.,Choose the grammar pattern that best fits this sentence meaning: Judging from his attitude he seems unconvinced.,からすると,ざるを得ない,に際して,とは限らない,0
n2-opinion-judgment,grammar,からすると,,judging from,この結果からすると、仮説は正しい可能性がある。,Judging from this result the hypothesis may be correct.,Choose the grammar pattern that best fits this sentence meaning: Judging from this result the hypothesis may be correct.,ていく,ものだ,からすると,以上,2
n2-opinion-judgment,grammar,からすると,,judging from,利用者の反応からすると、改善の余地がある。,Judging from user reactions there is room for improvement.,Choose the grammar pattern that best fits this sentence meaning: Judging from user reactions there is room for improvement.,からすると,に限らず,てくる,といえる,0
n2-contrast-exception,vocab,例外,れいがい,exception,この制度には例外があるため、内容を慎重に確認する必要がある。,"Because this system has exception, it is necessary to check the details carefully.",What is the closest meaning of 「例外」?,exception,opposition,on the other hand,fairness,0
n2-contrast-exception,vocab,一方,いっぽう,on the other hand,この制度には一方があるため、内容を慎重に確認する必要がある。,"Because this system has on the other hand, it is necessary to check the details carefully.",What is the closest meaning of 「一方」?,profit,on the other hand,judgment,exceptional,1
n2-contrast-exception,vocab,反対,はんたい,opposition,この制度には反対があるため、内容を慎重に確認する必要がある。,"Because this system has opposition, it is necessary to check the details carefully.",What is the closest meaning of 「反対」?,principle,implementation,power of attorney,opposition,3
n2-contrast-exception,vocab,制限,せいげん,restriction,この制度には制限があるため、内容を慎重に確認する必要がある。,"Because this system has restriction, it is necessary to check the details carefully.",What is the closest meaning of 「制限」?,restriction,importance,opposition,conflict,0
n2-contrast-exception,vocab,相違,そうい,difference,この制度には相違があるため、内容を慎重に確認する必要がある。,"Because this system has difference, it is necessary to check the details carefully.",What is the closest meaning of 「相違」?,relation,valuable,difference,specialized,2
n2-contrast-exception,vocab,対照,たいしょう,contrast,この制度には対照があるため、内容を慎重に確認する必要がある。,"Because this system has contrast, it is necessary to check the details carefully.",What is the closest meaning of 「対照」?,contrast,terms,aging of society,fall,0
n2-contrast-exception,vocab,比較,ひかく,comparison,この制度には比較があるため、内容を慎重に確認する必要がある。,"Because this system has comparison, it is necessary to check the details carefully.",What is the closest meaning of 「比較」?,internationalization,social,comparison,fall,2
n2-contrast-exception,vocab,矛盾,むじゅん,contradiction,この制度には矛盾があるため、内容を慎重に確認する必要がある。,"Because this system has contradiction, it is necessary to check the details carefully.",What is the closest meaning of 「矛盾」?,contradiction,damage,exclusion,premise,0
n2-contrast-exception,vocab,逆説,ぎゃくせつ,paradox,この制度には逆説があるため、内容を慎重に確認する必要がある。,"Because this system has paradox, it is necessary to check the details carefully.",What is the closest meaning of 「逆説」?,economic,technological,cause,paradox,3
n2-contrast-exception,vocab,例外的,れいがいてき,exceptional,この制度には例外的があるため、内容を慎重に確認する必要がある。,"Because this system has exceptional, it is necessary to check the details carefully.",What is the closest meaning of 「例外的」?,cancellation,exceptional,agreement,profit,1
n2-contrast-exception,vocab,除外,じょがい,exclusion,この制度には除外があるため、内容を慎重に確認する必要がある。,"Because this system has exclusion, it is necessary to check the details carefully.",What is the closest meaning of 「除外」?,recovery,terms,exclusion,discussion,2
n2-contrast-exception,vocab,特例,とくれい,special exception,この制度には特例があるため、内容を慎重に確認する必要がある。,"Because this system has special exception, it is necessary to check the details carefully.",What is the closest meaning of 「特例」?,factor,special exception,aging of society,worsening,1
n2-contrast-exception,vocab,差異,さい,difference,この制度には差異があるため、内容を慎重に確認する必要がある。,"Because this system has difference, it is necessary to check the details carefully.",What is the closest meaning of 「差異」?,deceleration,difference,substitution,request,1
n2-contrast-exception,vocab,対立,たいりつ,conflict,この制度には対立があるため、内容を慎重に確認する必要がある。,"Because this system has conflict, it is necessary to check the details carefully.",What is the closest meaning of 「対立」?,conflict,short-term,progress,respect,0
n2-contrast-exception,vocab,摩擦,まさつ,friction,この制度には摩擦があるため、内容を慎重に確認する必要がある。,"Because this system has friction, it is necessary to check the details carefully.",What is the closest meaning of 「摩擦」?,worsening,aging of society,friction,user,2
n2-contrast-exception,vocab,妥協,だきょう,compromise,この制度には妥協があるため、内容を慎重に確認する必要がある。,"Because this system has compromise, it is necessary to check the details carefully.",What is the closest meaning of 「妥協」?,appropriate,compromise,standpoint,supply,1
n2-contrast-exception,vocab,折衷,せっちゅう,compromise approach,この制度には折衷があるため、内容を慎重に確認する必要がある。,"Because this system has compromise approach, it is necessary to check the details carefully.",What is the closest meaning of 「折衷」?,power of attorney,judgment,countermeasure,compromise approach,3
n2-contrast-exception,vocab,調整,ちょうせい,adjustment,この制度には調整があるため、内容を慎重に確認する必要がある。,"Because this system has adjustment, it is necessary to check the details carefully.",What is the closest meaning of 「調整」?,increase,your company,adjustment,registration,2
n2-contrast-exception,vocab,一致,いっち,agreement,この制度には一致があるため、内容を慎重に確認する必要がある。,"Because this system has agreement, it is necessary to check the details carefully.",What is the closest meaning of 「一致」?,agreement,accuracy,personal,example,0
n2-contrast-exception,vocab,不一致,ふいっち,disagreement,この制度には不一致があるため、内容を慎重に確認する必要がある。,"Because this system has disagreement, it is necessary to check the details carefully.",What is the closest meaning of 「不一致」?,disagreement,cause,hypothesis,trigger,0
n2-contrast-exception,vocab,共通点,きょうつうてん,common point,この制度には共通点があるため、内容を慎重に確認する必要がある。,"Because this system has common point, it is necessary to check the details carefully.",What is the closest meaning of 「共通点」?,trend,common point,importance,criteria for judgment,1
n2-contrast-exception,vocab,相反,そうはん,opposition,この制度には相反があるため、内容を慎重に確認する必要がある。,"Because this system has opposition, it is necessary to check the details carefully.",What is the closest meaning of 「相反」?,respect,factor,decrease,opposition,3
n2-contrast-exception,vocab,逆転,ぎゃくてん,reversal,この制度には逆転があるため、内容を慎重に確認する必要がある。,"Because this system has reversal, it is necessary to check the details carefully.",What is the closest meaning of 「逆転」?,inappropriate,short-term,claim,reversal,3
n2-contrast-exception,vocab,転換,てんかん,conversion,この制度には転換があるため、内容を慎重に確認する必要がある。,"Because this system has conversion, it is necessary to check the details carefully.",What is the closest meaning of 「転換」?,criteria for judgment,digitalization,contract,conversion,3
n2-contrast-exception,vocab,代替,だいたい,substitution,この制度には代替があるため、内容を慎重に確認する必要がある。,"Because this system has substitution, it is necessary to check the details carefully.",What is the closest meaning of 「代替」?,background,paradox,structural,substitution,3
n2-contrast-exception,vocab,補足,ほそく,supplement,この制度には補足があるため、内容を慎重に確認する必要がある。,"Because this system has supplement, it is necessary to check the details carefully.",What is the closest meaning of 「補足」?,aging of society,public release,supplement,progress,2
n2-contrast-exception,vocab,余地,よち,room or possibility,この制度には余地があるため、内容を慎重に確認する必要がある。,"Because this system has room or possibility, it is necessary to check the details carefully.",What is the closest meaning of 「余地」?,damage,ethics,room or possibility,criteria for judgment,2
n2-contrast-exception,vocab,範囲,はんい,range,この制度には範囲があるため、内容を慎重に確認する必要がある。,"Because this system has range, it is necessary to check the details carefully.",What is the closest meaning of 「範囲」?,range,necessity,tendency,inquiry,0
n2-contrast-exception,vocab,対象外,たいしょうがい,outside the scope,この制度には対象外があるため、内容を慎重に確認する必要がある。,"Because this system has outside the scope, it is necessary to check the details carefully.",What is the closest meaning of 「対象外」?,persuasion,rational,fluctuation,outside the scope,3
n2-contrast-exception,vocab,限定,げんてい,limitation,この制度には限定があるため、内容を慎重に確認する必要がある。,"Because this system has limitation, it is necessary to check the details carefully.",What is the closest meaning of 「限定」?,limitation,resumption,increase,our company,0
n2-contrast-exception,vocab,条件付き,じょうけんつき,conditional,この制度には条件付きがあるため、内容を慎重に確認する必要がある。,"Because this system has conditional, it is necessary to check the details carefully.",What is the closest meaning of 「条件付き」?,on the other hand,conflict,continuation,conditional,3
n2-contrast-exception,vocab,一部,いちぶ,part,この制度には一部があるため、内容を慎重に確認する必要がある。,"Because this system has part, it is necessary to check the details carefully.",What is the closest meaning of 「一部」?,part,application,accuracy,trend,0
n2-contrast-exception,vocab,全般,ぜんぱん,overall,この制度には全般があるため、内容を慎重に確認する必要がある。,"Because this system has overall, it is necessary to check the details carefully.",What is the closest meaning of 「全般」?,decline,deceleration,overall,ethics,2
n2-contrast-exception,vocab,原則,げんそく,principle,この制度には原則があるため、内容を慎重に確認する必要がある。,"Because this system has principle, it is necessary to check the details carefully.",What is the closest meaning of 「原則」?,principle,difference in response,maturity,promotion,0
n2-contrast-exception,vocab,個別,こべつ,individual,この制度には個別があるため、内容を慎重に確認する必要がある。,"Because this system has individual, it is necessary to check the details carefully.",What is the closest meaning of 「個別」?,consent,individual,effectiveness,example,1
n2-contrast-exception,vocab,例示,れいじ,example,この制度には例示があるため、内容を慎重に確認する必要がある。,"Because this system has example, it is necessary to check the details carefully.",What is the closest meaning of 「例示」?,fluctuation,example,subjective,circumstances,1
n2-contrast-exception,vocab,譲歩,じょうほ,concession,この制度には譲歩があるため、内容を慎重に確認する必要がある。,"Because this system has concession, it is necessary to check the details carefully.",What is the closest meaning of 「譲歩」?,exemption,substitution,concession,burden,2
n2-contrast-exception,vocab,反面,はんめん,on the other side,この制度には反面があるため、内容を慎重に確認する必要がある。,"Because this system has on the other side, it is necessary to check the details carefully.",What is the closest meaning of 「反面」?,respect,special exception,judgment,on the other side,3
n2-contrast-exception,vocab,例外規定,れいがいきてい,exception rule,この制度には例外規定があるため、内容を慎重に確認する必要がある。,"Because this system has exception rule, it is necessary to check the details carefully.",What is the closest meaning of 「例外規定」?,reliability,exception rule,inducing factor,side effect,1
n2-contrast-exception,vocab,取消,とりけし,cancellation,この制度には取消があるため、内容を慎重に確認する必要がある。,"Because this system has cancellation, it is necessary to check the details carefully.",What is the closest meaning of 「取消」?,trend,deceleration,agreement,cancellation,3
n2-contrast-exception,vocab,免除,めんじょ,exemption,この制度には免除があるため、内容を慎重に確認する必要がある。,"Because this system has exemption, it is necessary to check the details carefully.",What is the closest meaning of 「免除」?,advance reservation,promotion,exemption,cause,2
n2-contrast-exception,vocab,保留,ほりゅう,pending status,この制度には保留があるため、内容を慎重に確認する必要がある。,"Because this system has pending status, it is necessary to check the details carefully.",What is the closest meaning of 「保留」?,increase,user,criticism,pending status,3
n2-contrast-exception,vocab,対応差,たいおうさ,difference in response,この制度には対応差があるため、内容を慎重に確認する必要がある。,"Because this system has difference in response, it is necessary to check the details carefully.",What is the closest meaning of 「対応差」?,related parties,items to confirm,promotion,difference in response,3
n2-contrast-exception,vocab,温度差,おんどさ,gap in attitude,この制度には温度差があるため、内容を慎重に確認する必要がある。,"Because this system has gap in attitude, it is necessary to check the details carefully.",What is the closest meaning of 「温度差」?,gap in attitude,transition,trend,decline,0
n2-contrast-exception,vocab,違和感,いわかん,sense of discomfort,この制度には違和感があるため、内容を慎重に確認する必要がある。,"Because this system has sense of discomfort, it is necessary to check the details carefully.",What is the closest meaning of 「違和感」?,digitalization,countermeasure,sense of discomfort,improvement,2
n2-contrast-exception,vocab,ずれ,ずれ,gap or shift,この制度にはずれがあるため、内容を慎重に確認する必要がある。,"Because this system has gap or shift, it is necessary to check the details carefully.",What is the closest meaning of 「ずれ」?,transition,guidance,rational,gap or shift,3
n2-contrast-exception,vocab,格差,かくさ,disparity,この制度には格差があるため、内容を慎重に確認する必要がある。,"Because this system has disparity, it is necessary to check the details carefully.",What is the closest meaning of 「格差」?,disparity,discussion,bias,limit,0
n2-contrast-exception,vocab,隔たり,へだたり,distance or gap,この制度には隔たりがあるため、内容を慎重に確認する必要がある。,"Because this system has distance or gap, it is necessary to check the details carefully.",What is the closest meaning of 「隔たり」?,as a result,opposition,distance or gap,gap in attitude,2
n2-contrast-exception,vocab,偏り,かたより,bias,この制度には偏りがあるため、内容を慎重に確認する必要がある。,"Because this system has bias, it is necessary to check the details carefully.",What is the closest meaning of 「偏り」?,bias,advancement,comparison,root,0
n2-contrast-exception,vocab,分離,ぶんり,separation,この制度には分離があるため、内容を慎重に確認する必要がある。,"Because this system has separation, it is necessary to check the details carefully.",What is the closest meaning of 「分離」?,increase,separation,impact,room or possibility,1
n2-contrast-exception,grammar,にもかかわらず,,despite,悪天候にもかかわらず、多くの人が集まった。,Despite the bad weather many people gathered.,Choose the grammar pattern that best fits this sentence meaning: Despite the bad weather many people gathered.,につき,どころか,一方だ,にもかかわらず,3
n2-contrast-exception,grammar,にもかかわらず,,despite,努力したにもかかわらず、結果は出なかった。,Despite making an effort results did not appear.,Choose the grammar pattern that best fits this sentence meaning: Despite making an effort results did not appear.,にもかかわらず,にしても,以上,ものだ,0
n2-contrast-exception,grammar,にもかかわらず,,despite,価格が高いにもかかわらず、この商品はよく売れている。,Despite the high price this product sells well.,Choose the grammar pattern that best fits this sentence meaning: Despite the high price this product sells well.,にもかかわらず,に限らず,に違いない,ものだ,0
n2-contrast-exception,grammar,にもかかわらず,,despite,注意を受けたにもかかわらず、同じミスを繰り返した。,Despite receiving a warning he repeated the same mistake.,Choose the grammar pattern that best fits this sentence meaning: Despite receiving a warning he repeated the same mistake.,にもかかわらず,つつある,に際して,ごとに,0
n2-contrast-exception,grammar,にもかかわらず,,despite,時間が限られていたにもかかわらず、発表は充実していた。,Despite limited time the presentation was substantial.,Choose the grammar pattern that best fits this sentence meaning: Despite limited time the presentation was substantial.,以上,に比例して,にもかかわらず,からこそ,2
n2-contrast-exception,grammar,とはいえ,,although or having said that,便利になったとはいえ、問題が完全に解決したわけではない。,Although it became convenient it does not mean the problem was completely solved.,Choose the grammar pattern that best fits this sentence meaning: Although it became convenient it does not mean the problem was completely solved.,とはいえ,といえる,ものとする,につき,0
n2-contrast-exception,grammar,とはいえ,,although or having said that,経験があるとはいえ、新しい環境には不安もある。,Although I have experience there is also anxiety in a new environment.,Choose the grammar pattern that best fits this sentence meaning: Although I have experience there is also anxiety in a new environment.,とはいえ,どころか,につき,以上,0
n2-contrast-exception,grammar,とはいえ,,although or having said that,費用は安いとはいえ、品質を確認する必要がある。,Although the cost is low it is necessary to check quality.,Choose the grammar pattern that best fits this sentence meaning: Although the cost is low it is necessary to check quality.,にしても,に従って,とはいえ,こととする,2
